0.066039085,0.010119677,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,0.001078748,6.76847E-05,0.076158762,0.001686858,average,0.033194785,0.001892605
0.030138969,0.001787186,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,9.33801E-06,1.11132E-08,0.031926155,9.99341E-06,std,1.62101E-05,7.86509E-07
0.034309149,0.001681566,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.24181E-06,4.45373E-08,0.035990715,8.15996E-07,total,,
0.029881954,0.001698494,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.09748E-05,3.7679E-08,0.031580448,1.22986E-05,avg,0.03508739,
0.030366182,0.001671553,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,8.00099E-06,4.88641E-08,0.032037735,9.3004E-06,std,2.28913E-05,
0.030207157,0.001771212,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,8.92592E-06,1.47363E-08,0.031978369,9.66601E-06,,,
0.036371946,0.001614332,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.00944E-05,7.74357E-08,0.037986279,8.40356E-06,,,
0.030735016,0.001713514,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,6.05046E-06,3.20734E-08,0.03244853,6.96358E-06,,,
0.030390024,0.001692533,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,7.86668E-06,4.00285E-08,0.032082558,9.02902E-06,,,
0.029977083,0.001612663,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.03536E-05,7.83673E-08,0.031589746,1.22335E-05,,,
0.029618979,0.001775503,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.27864E-05,1.37128E-08,0.031394482,1.36376E-05,,,
0.030523062,0.001517773,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,7.13811E-06,1.40499E-07,0.032040834,9.2815E-06,,,
0.030038118,0.001693964,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,9.96455E-06,3.94582E-08,0.031732082,1.12581E-05,,,
0.030881882,0.001713514,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,5.34952E-06,3.20734E-08,0.032595396,6.21003E-06,,,
0.03241992,0.001591444,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,6.00416E-07,9.06978E-08,0.034011364,1.15783E-06,,,
