0.056930065,0.006730318,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,0.000710041,3.04777E-05,0.063660383,0.001034733
0.029359102,0.0011518,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,8.54447E-07,3.34716E-09,0.030510902,9.64752E-07
0.029885054,0.001164675,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.58732E-07,2.0232E-09,0.031049728,1.96596E-07
0.029178143,0.001252413,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.22174E-06,1.82825E-09,0.030430555,1.12904E-06
0.029866934,0.001101255,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.73499E-07,1.17504E-08,0.030968189,2.75553E-07
0.028945923,0.001050949,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.78902E-06,2.51875E-08,0.029996872,2.23876E-06
0.028921127,0.001264334,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.85597E-06,2.98978E-09,0.030185461,1.70997E-06
0.028970957,0.00109911,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.72268E-06,1.22202E-08,0.030070066,2.02508E-06
0.032761812,0.001258135,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,6.1422E-06,2.35031E-09,0.034019947,6.38485E-06
0.028941154,0.001063108,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.8018E-06,2.14758E-08,0.030004263,2.2167E-06
0.029179811,0.00109601,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.21805E-06,1.29151E-08,0.030275822,1.48182E-06
0.028665066,0.001133442,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,2.61922E-06,5.8084E-09,0.029798508,2.87171E-06
0.029901981,0.001261711,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,1.4553E-07,2.70986E-09,0.031163692,1.08523E-07
0.03013587,0.001111507,0.367924528,0.867924528,0.103773585,1.551886792,-0.099056604,,2.17844E-08,9.63291E-09,0.031247377,6.03895E-08
